"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Collection Agency","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Filtration Date","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"Y","L001","4191","","06-NOV-1980 08:40","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".003","0.003","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4191","","06-NOV-1980 08:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".035","0.035","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4201","","11-DEC-1980 08:15","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".098","0.098","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4201","","11-DEC-1980 08:15","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".051","0.051","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4212","","15-JAN-1981 10:26","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".035","0.035","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4212","","15-JAN-1981 10:26","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".129","0.129","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4222","","19-FEB-1981 11:28","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".183","0.183","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4222","","19-FEB-1981 11:28","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".05","0.050","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4232","","26-MAR-1981 09:50","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".046","0.046","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4232","","26-MAR-1981 09:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".078","0.078","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4242","","22-APR-1981 12:37","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".071","0.071","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4242","","22-APR-1981 12:37","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".007","0.007","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4266","","28-MAY-1981 12:18","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".011","0.011","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4266","","28-MAY-1981 12:18","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".112","0.112","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4284","","24-JUN-1981 10:54","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4284","","24-JUN-1981 10:54","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".038","0.038","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4304","","15-JUL-1981 10:52","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4304","","15-JUL-1981 10:52","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".024","0.024","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4317","","30-JUL-1981 11:41","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".004","0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4317","","30-JUL-1981 11:41","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".066","0.066","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4327","","12-AUG-1981 14:15","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4327","","12-AUG-1981 14:15","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".061","0.061","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4340","","24-AUG-1981 11:41","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4340","","24-AUG-1981 11:41","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".021","0.021","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4350","","10-SEP-1981 07:24","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4350","","10-SEP-1981 07:24","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".029","0.029","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4364","","22-SEP-1981 08:09","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".012","0.012","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4364","","22-SEP-1981 08:09","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".047","0.047","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4374","","08-OCT-1981 13:13","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".075","0.075","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4374","","08-OCT-1981 13:13","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".14","0.140","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4384","","24-NOV-1981 12:50","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".126","0.126","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4384","","24-NOV-1981 12:50","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".051","0.051","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4394","","07-JAN-1982 14:13","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.01","-0.010","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4394","","07-JAN-1982 14:13","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".075","0.075","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4411","","11-FEB-1982 14:22","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".086","0.086","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4411","","11-FEB-1982 14:22","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4414","","04-MAR-1982 12:42","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".004","0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4414","","04-MAR-1982 12:42","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".055","0.055","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4424","","01-APR-1982 14:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".023","0.023","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4424","","01-APR-1982 14:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".096","0.096","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4444","","19-MAY-1982 08:37","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".121","0.121","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4444","","19-MAY-1982 08:37","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4476","","24-JUN-1982 11:44","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".134","0.134","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4476","","24-JUN-1982 11:44","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".207","0.207","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4490","","09-JUL-1982 11:02","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".074","0.074","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4490","","09-JUL-1982 11:02","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".143","0.143","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4503","","25-AUG-1982 11:14","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".019","0.019","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4503","","25-AUG-1982 11:14","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".085","0.085","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4510","","28-SEP-1982 10:25","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".027","0.027","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4510","","28-SEP-1982 10:25","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".095","0.095","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4610","","23-NOV-1982 13:10","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".048","0.048","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4610","","23-NOV-1982 13:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".074","0.074","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4624","","20-DEC-1982 10:22","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".085","0.085","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4624","","20-DEC-1982 10:22","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".042","0.042","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4634","","25-JAN-1983 10:20","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".065","0.065","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4634","","25-JAN-1983 10:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".11","0.110","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4654","","24-FEB-1983 11:49","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".138","0.138","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4654","","24-FEB-1983 11:49","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".086","0.086","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4664","","23-MAR-1983 10:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".034","0.034","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4664","","23-MAR-1983 10:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".082","0.082","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4674","","20-APR-1983 15:14","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".029","0.029","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4674","","20-APR-1983 15:14","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".085","0.085","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4697","","26-MAY-1983 12:52","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".076","0.076","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4697","","26-MAY-1983 12:52","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".017","0.017","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4710","","28-JUN-1983 10:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4710","","28-JUN-1983 10:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".073","0.073","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4720","","19-JUL-1983 11:46","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".006","0.006","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4720","","19-JUL-1983 11:46","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".054","0.054","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4730","","30-AUG-1983 13:25","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4730","","30-AUG-1983 13:25","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".07","0.070","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4740","","30-SEP-1983 14:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".006","0.006","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4740","","30-SEP-1983 14:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".05","0.050","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4750","","27-OCT-1983 10:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".033","0.033","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4750","","27-OCT-1983 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".104","0.104","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4760","","21-DEC-1983 10:44","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".108","0.108","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4760","","21-DEC-1983 10:44","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".006","0.006","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4772","","18-JAN-1984 11:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".04","0.040","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4772","","18-JAN-1984 11:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".118","0.118","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4782","","15-FEB-1984 11:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".119","0.119","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4782","","15-FEB-1984 11:10","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".054","0.054","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4792","","22-MAR-1984 09:35","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".066","0.066","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4792","","22-MAR-1984 09:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".116","0.116","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4802","","18-APR-1984 10:10","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".02","0.020","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4802","","18-APR-1984 10:10","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".099","0.099","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4812","","16-MAY-1984 09:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".087","0.087","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4812","","16-MAY-1984 09:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".008","0.008","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4823","","21-JUN-1984 08:47","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".005","0.005","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4823","","21-JUN-1984 08:47","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".092","0.092","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4833","","26-JUL-1984 08:56","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4833","","26-JUL-1984 08:56","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".102","0.102","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","4843","","22-AUG-1984 08:27","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".04","0.040","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4843","","22-AUG-1984 08:27","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".178","0.178","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4853","","18-OCT-1984 10:28","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".005","0.005","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4853","","18-OCT-1984 10:28","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".11","0.110","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4863","","29-NOV-1984 10:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".017","0.017","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4863","","29-NOV-1984 10:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".096","0.096","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4873","","20-DEC-1984 09:45","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".07","0.070","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4873","","20-DEC-1984 09:45","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".026","0.026","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4883","","15-JAN-1985 09:40","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".022","0.022","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4883","","15-JAN-1985 09:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".059","0.059","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4893","","27-FEB-1985 10:00","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".084","0.084","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4893","","27-FEB-1985 10:00","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".026","0.026","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4903","","04-APR-1985 09:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","85001169","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4903","","04-APR-1985 09:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".078","0.078","","","","","mg/L","","","","85001169","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4913","","01-MAY-1985 14:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".008","0.008","","","","","mg/L","","","","85001895","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4913","","01-MAY-1985 14:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".051","0.051","","","","","mg/L","","","","85001895","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4923","","06-JUN-1985 10:35","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".049","0.049","","","","","mg/L","","","","85003059","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4923","","06-JUN-1985 10:35","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","85003059","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4933","","10-JUL-1985 11:08","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","85003757","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4933","","10-JUL-1985 11:08","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".064","0.064","","","","","mg/L","","","","85003757","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4949","","08-AUG-1985 09:21","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.004","-0.004","","","","","mg/L","","","","85004893","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4949","","08-AUG-1985 09:21","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".067","0.067","","","","","mg/L","","","","85004893","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4963","","05-SEP-1985 10:58","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".012","0.012","","","","","mg/L","","","","85005697","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4963","","05-SEP-1985 10:58","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".09","0.090","","","","","mg/L","","","","85005697","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4977","","17-OCT-1985 10:08","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".075","0.075","","","","","mg/L","","","","85006391","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4977","","17-OCT-1985 10:08","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".173","0.173","","","","","mg/L","","","","85006391","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
