"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Collection Agency","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Filtration Date","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"Y","L001","4913","","01-MAY-1985 14:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","85001895","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4923","","06-JUN-1985 10:35","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".033","0.033","","","","","mg/L","","","","85003059","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4933","","10-JUL-1985 11:08","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","85003757","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4949","","08-AUG-1985 09:21","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","85004893","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","4963","","05-SEP-1985 10:58","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","85005697","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4977","","17-OCT-1985 10:08","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".084","0.084","","","","","mg/L","","","","85006391","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","4991","","14-NOV-1985 09:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","85006966","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","4999","","11-DEC-1985 11:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".018","0.018","","","","","mg/L","","","","85007395","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","5007","","30-JAN-1986 10:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".09","0.090","","","","","mg/L","","","","86000564","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5015","","20-FEB-1986 10:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".027","0.027","","","","","mg/L","","","","86000862","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","5023","","03-APR-1986 10:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".175","0.175","","","","","mg/L","","","","86001598","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5031","","01-MAY-1986 10:13","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".008","0.008","","","","","mg/L","","","","86002100","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5039","","03-JUN-1986 09:27","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86002890","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5060","","02-JUL-1986 10:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86003721","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5099","","29-JUL-1986 12:23","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".058","0.058","","","","","mg/L","","","","86004335","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","3","",""
"Y","L001","5104","","07-AUG-1986 10:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86004611","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5130","","12-AUG-1986 14:17","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86004711","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"Y","L001","5151","","03-SEP-1986 11:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86005291","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5170","","25-SEP-1986 10:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86005909","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5181","","03-OCT-1986 11:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86006074","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","5201","","16-OCT-1986 10:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86006446","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","5209","","23-OCT-1986 09:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".053","0.053","","","","","mg/L","","","","86006611","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5234","","06-NOV-1986 01:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86007217","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","5250","","20-NOV-1986 12:04","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86007573","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5269","","04-DEC-1986 13:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86007720","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","5252","","10-DEC-1986 11:07","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","86008011","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5314","","08-JAN-1987 12:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".092","0.092","","","","","mg/L","","","","87000132","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5296","","14-JAN-1987 11:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".101","0.101","","","","","mg/L","","","","87000288","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5332","","03-FEB-1987 13:29","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87000704","","WMD","WMD","","","","","","","","","","19","","0","0","3","MON","3","",""
"Y","L001","5357","","12-FEB-1987 10:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".117","0.117","","","","","mg/L","","","","87000897","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5378","","02-APR-1987 11:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".152","0.152","","","","","mg/L","","","","87001968","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5431","","21-APR-1987 12:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".016","0.016","","","","","mg/L","","","","87002437","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5447","","01-MAY-1987 11:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".032","0.032","","","","","mg/L","","","","87002866","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5462","","05-MAY-1987 11:35","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87002907","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5511","","20-MAY-1987 12:15","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".049","0.049","","","","","mg/L","","","","87003371","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5534","","02-JUN-1987 11:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87003710","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","5569","","04-JUN-1987 12:21","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".226","0.226","","","","","mg/L","","","","87003818","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5583","","16-JUN-1987 12:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".004","0.004","","","","","mg/L","","","","87004106","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5612","","24-JUN-1987 11:27","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87004281","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5628","","30-JUN-1987 12:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".015","0.015","","","","","mg/L","","","","87004465","","WMD","WMD","","","","","","","","","","19","","0","0","3","MON","3","",""
"Y","L001","5679","","16-JUL-1987 10:05","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".085","0.085","","","","","mg/L","","","","87004977","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5694","","21-JUL-1987 11:25","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87005118","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","5707","","28-JUL-1987 10:42","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87005310","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5743","","11-AUG-1987 10:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".409","0.409","","","","","mg/L","","","","87005696","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5772","","18-AUG-1987 10:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87005847","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5787","","25-AUG-1987 10:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87006094","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","5823","","09-SEP-1987 11:31","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87006458","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5861","","14-SEP-1987 11:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87006569","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5872","","22-SEP-1987 11:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","87006787","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5908","","06-OCT-1987 11:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".081","0.081","","","","","mg/L","","","","87007267","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5936","","19-OCT-1987 12:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".18","0.180","","","","","mg/L","","","","87007779","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","5952","","20-OCT-1987 11:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".2","0.200","","","","","mg/L","","","","87007815","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","5980","","18-NOV-1987 11:15","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".258","0.258","","","","","mg/L","","","","87008816","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","6010","","24-NOV-1987 11:39","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".254","0.254","","","","","mg/L","","","","87008924","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","6018","","14-DEC-1987 11:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".227","0.227","","","","","mg/L","","","","87009491","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6052","","22-DEC-1987 10:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".142","0.142","","","","","mg/L","","","","87009740","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","6096","","13-JAN-1988 12:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".32","0.320","","","","","mg/L","","","","88000481","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","6067","","19-JAN-1988 10:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".4","0.400","","","","","mg/L","","","","88000745","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6137","","09-FEB-1988 11:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".414","0.414","","","","","mg/L","","","","88001287","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"Y","L001","6152","","17-FEB-1988 11:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".32","0.320","","","","","mg/L","","","","88001579","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6173","","01-MAR-1988 11:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".389","0.389","","","","","mg/L","","","","88002007","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","6206","","17-MAR-1988 11:47","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","88002759","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","6225","","22-MAR-1988 11:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".153","0.153","","","","","mg/L","","","","88002804","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6250","","20-APR-1988 11:08","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".1","0.100","","","","","mg/L","","","","88004314","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","6275","","20-APR-1988 11:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".098","0.098","","","","","mg/L","","","","88004339","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","6329","","04-MAY-1988 10:48","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".087","0.087","","","","","mg/L","","","","88004874","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6311","","05-MAY-1988 13:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".093","0.093","","","","","mg/L","","","","88004941","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"Y","L001","6375","","17-MAY-1988 11:16","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".03","0.030","","","","","mg/L","","","","88005433","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"Y","L001","6393","","18-MAY-1988 10:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".066","0.066","","","","","mg/L","","","","88005613","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6438","","01-JUN-1988 11:33","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".025","0.025","","","","","mg/L","","","","88006177","","WMD","WMD","","","","","","","","","","19","","0","0","3","MON","3","",""
"Y","L001","6453","","02-JUN-1988 10:35","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".033","0.033","","","","","mg/L","","","","88006212","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","6481","","15-JUN-1988 11:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".313","0.313","","","","","mg/L","","","","88006849","","WMD","WMD","","","","","","","","","","19","","0","0","3","MON","3","",""
"Y","L001","6524","","15-JUN-1988 15:34","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".145","0.145","","","","","mg/L","","","","88006874","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6577","","29-JUN-1988 10:29","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","88007758","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","6646","","13-JUL-1988 10:42","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","88008492","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","6663","","25-JUL-1988 09:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".02","0.020","","","","","mg/L","","","","88008970","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","6784","","10-AUG-1988 11:18","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".008","0.008","","","","","mg/L","","","","88009925","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","6869","","24-AUG-1988 14:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","88010845","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6897","","08-SEP-1988 10:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".013","0.013","","","","","mg/L","","","","88011716","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","6966","","21-SEP-1988 10:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","88012296","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","6983","","05-OCT-1988 10:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".012","0.012","","","","","mg/L","","","","88013270","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","7105","","19-OCT-1988 12:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".006","0.006","","","","","mg/L","","","","88013779","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","7168","","02-NOV-1988 10:35","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","88014363","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","7231","","16-NOV-1988 09:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","88014827","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","7311","","12-DEC-1988 13:05","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".185","0.185","","","","","mg/L","","","","88015792","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","7420","","11-JAN-1989 11:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".062","0.062","","","","","mg/L","","","","89000561","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","7543","","08-FEB-1989 11:06","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89001592","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","7613","","15-MAR-1989 12:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".021","0.021","","","","","mg/L","","","","89002828","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","7728","","05-APR-1989 12:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".005","0.005","","","","","mg/L","","","","89003890","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","7900","","17-MAY-1989 10:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".132","0.132","","","","","mg/L","","","","89005398","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"Y","L001","7936","","13-JUN-1989 14:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89005947","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","7964","","27-JUN-1989 12:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".007","0.007","","","","","mg/L","","","","89006250","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","8004","","11-JUL-1989 13:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89006900","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","8069","","26-JUL-1989 11:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".023","0.023","","","","","mg/L","","","","89007498","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","8133","","08-AUG-1989 11:25","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89007901","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","8154","","22-AUG-1989 13:25","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89008419","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","8213","","06-SEP-1989 14:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89009057","","WMD","WMD","","","","","","","","","","0","","0","0","5","MON","3","",""
"Y","L001","8244","","20-SEP-1989 13:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89009760","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","8322","","05-OCT-1989 14:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89010904","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","8390","","18-OCT-1989 13:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".084","0.084","","","","","mg/L","","","","89011512","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","8455","","01-NOV-1989 14:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".103","0.103","","","","","mg/L","","","","89012165","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","8473","","15-NOV-1989 13:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","89012736","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","8618","","13-DEC-1989 13:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".077","0.077","","","","","mg/L","","","","89013847","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","8688","","10-JAN-1990 12:50","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".218","0.218","","","","","mg/L","","","","90000466","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","8708","","07-FEB-1990 13:55","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90001492","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","8897","","05-APR-1990 13:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".057","0.057","","","","","mg/L","","","","90003598","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","8946","","18-APR-1990 13:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90003894","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","8990","","02-MAY-1990 15:15","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".086","0.086","","","","","mg/L","","","","90004352","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9025","","16-MAY-1990 13:05","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90004901","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
"Y","L001","9059","","31-MAY-1990 12:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90005254","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9079","","12-JUN-1990 13:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90005615","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","9119","","26-JUN-1990 11:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90006046","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9179","","10-JUL-1990 12:10","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90006852","","WMD","WMD","","","","","","","","","","0","","0","0","2","MON","3","",""
"Y","L001","9236","","24-JUL-1990 14:15","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".009","0.009","","","","","mg/L","","","","90007467","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","9269","","07-AUG-1990 11:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","90008185","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9308","","20-AUG-1990 12:22","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".02","0.020","","","","","mg/L","","","","90008764","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9372","","18-SEP-1990 11:35","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".004","0.004","","","","","mg/L","","","","90010051","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9432","","02-OCT-1990 13:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".004","0.004","","","","","mg/L","","","","90010928","","WMD","WMD","","","","","","","","","","0","","0","0","3","MON","3","",""
"Y","L001","9489","","17-OCT-1990 12:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".052","0.052","","","","","mg/L","","","","90011785","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9501","","17-OCT-1990 14:00","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".008","0.008","","","","","mg/L","","","","90011796","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9538","","31-OCT-1990 11:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".17","0.170","","","","","mg/L","","","","90012804","","WMD","WMD","","","","","","","","","","0","","0","0","0","MON","3","",""
"Y","L001","9572","","14-NOV-1990 12:25","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".14","0.140","","","","","mg/L","","","","90013510","","WMD","WMD","","","","","","","","","","0","","0","0","4","MON","3","",""
"Y","L001","9657","","11-DEC-1990 13:45","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".074","0.074","","","","","mg/L","","","","90014557","","WMD","WMD","","","","","","","","","","0","","0","0","1","MON","3","",""
